Latitude,Longitude,pH,EC,Avail-P,Exch-K,Avail-Ca,Avail-Mg,Avail-Zn,Avail-Fe,Avail-Cu,Avail-Mn,Crop_Label
12.93,78.35,7.71,0.17,17.6,39,949,262,1.06,10.06,1.0,1.53,Groundnut
12.93,78.35,7.41,1.12,116.2,275,1794,524,3.03,7.0,1.4,9.07,Potato
12.91,78.36,8.04,0.39,74.4,134,1751,406,4.15,12.93,2.95,20.61,Sweetcorn
12.91,78.36,7.86,0.22,35.6,91,2134,368,1.3,12.15,1.34,14.65,Groundnut
12.91,78.37,6.48,0.61,78.4,116,843,367,1.86,12.52,0.98,25.57,Groundnut
12.91,78.35,5.16,0.04,7.4,44,334,111,0.4,10.51,0.4,15.04,Tomato
12.9,78.36,7.93,0.32,60.4,113,1255,272,2.93,5.53,1.5,7.94,Potato
12.89,78.37,8.3,0.38,22.6,437,3116,498,1.6,6.69,2.04,19.45,Groundnut
12.89,78.36,7.85,0.37,13.6,249,2664,410,1.39,9.1,2.07,22.27,Groundnut
12.9,78.36,7.83,0.23,35.8,189,1950,465,1.25,8.7,1.44,13.35,Groundnut
12.9,78.36,5.7,0.03,2.4,56,757,170,0.3,6.14,1.12,10.03,Groundnut
12.91,78.36,7.8,0.19,37.0,57,1586,395,1.41,4.9,1.09,4.61,Chillies
12.9,78.36,5.64,0.04,2.2,55,332,99,0.5,14.08,0.57,12.91,Groundnut
12.9,78.36,7.55,0.29,37.4,355,1038,294,1.71,6.4,1.08,10.25,Groundnut
12.91,78.35,8.21,0.25,20.2,30,1800,314,0.68,3.03,0.44,3.93,Chillies
12.91,78.35,8.03,0.2,5.6,57,1883,329,0.43,14.64,1.1,7.39,Tomato
12.9,78.35,7.77,0.29,8.4,260,2635,350,0.52,10.36,1.14,16.47,Groundnut
12.91,78.37,7.8,0.44,61.4,219,1501,401,2.14,9.51,2.29,20.33,Groundnut
12.91,78.35,7.56,0.58,74.4,258,910,233,4.35,10.73,2.03,26.56,Tomato
12.9,78.35,7.85,0.67,30.8,53,1493,420,1.44,2.8,0.84,11.54,Groundnut
12.9,78.36,8.2,0.24,10.4,44,2126,243,0.45,4.22,0.53,4.28,Jowar
12.86,78.37,6.35,0.07,12.8,56,658,151,1.54,10.28,1.01,14.57,Groundnut
12.86,78.37,6.14,0.51,44.8,135,1616,398,1.39,6.47,1.2,9.18,Groundnut
12.86,78.37,8.37,0.17,20.2,57,1354,222,1.37,7.96,1.11,7.9,Tomato
12.86,78.36,6.6,0.03,2.8,50,1302,211,0.4,7.68,0.66,7.58,Groundnut
12.86,78.36,6.52,0.08,13.6,56,1171,301,1.65,8.09,1.45,16.68,Groundnut
12.86,78.36,5.69,0.02,2.2,38,711,175,0.53,15.2,0.82,15.24,Groundnut
12.86,78.37,8.02,0.13,33.6,113,1284,344,1.17,3.93,0.97,9.72,Mulbarry
12.85,78.37,8.25,0.09,3.6,46,3226,330,0.33,10.39,0.93,3.28,Groundnut
12.86,78.36,8.14,0.41,6.2,137,3149,529,2.05,11.5,1.54,3.59,Tomato
12.86,78.36,7.25,0.06,12.8,45,56,19,1.01,7.74,1.25,20.4,Mulbarry
12.86,78.37,5.85,0.06,1.6,34,1046,224,0.55,13.59,1.42,22.47,Groundnut
12.87,78.37,8.26,0.16,20.4,73,1865,322,1.79,6.93,0.94,8.76,Groundnut
12.86,78.36,7.98,0.1,0.8,21,2670,118,0.26,3.14,0.24,3.13,Groundnut
12.86,78.37,8.0,0.11,11.8,64,2247,465,1.68,6.11,1.28,15.41,Mulbarry
12.86,78.36,7.7,0.06,15.6,54,785,225,1.39,9.17,0.96,8.84,Groundnut
12.86,78.37,8.03,0.1,23.8,77,1777,269,1.02,7.32,1.12,9.98,Groundnut
12.86,78.37,5.84,0.04,2.6,33,888,234,0.58,20.54,1.45,32.37,Groundnut
12.86,78.36,6.92,0.14,26.4,54,1900,445,0.84,15.86,1.16,10.27,Tomato
12.86,78.36,7.98,0.09,17.2,62,1297,312,1.0,4.92,1.16,9.21,Groundnut
12.86,78.36,6.88,0.12,12.2,88,1766,499,1.97,17.44,1.46,15.14,Groundnut
12.86,78.36,8.37,0.14,4.2,118,2552,474,0.83,15.39,1.93,7.78,Groundnut
12.86,78.36,6.41,0.06,1.8,45,1281,417,0.73,14.14,1.49,27.13,Groundnut
12.86,78.36,5.68,0.05,3.2,47,786,224,0.55,12.69,1.0,16.04,Groundnut
12.86,78.36,5.47,0.44,40.4,217,1336,326,3.89,27.08,0.89,27.53,Groundnut
12.86,78.36,7.0,0.05,3.6,78,1598,215,0.58,7.53,1.07,12.81,Groundnut
12.86,78.36,8.2,0.11,4.0,80,4451,211,0.5,3.02,0.91,3.13,Groundnut
12.86,78.37,7.63,0.11,42.0,75,1404,350,7.46,8.66,1.12,11.44,Groundnut
12.86,78.36,8.61,0.14,2.0,103,4031,351,0.65,6.96,0.8,3.83,Groundnut
12.87,78.43,7.17,0.29,32.8,501,2808,813,1.87,7.71,1.24,22.93,Groundnut
12.87,78.45,7.15,0.13,35.8,102,1064,203,2.66,4.99,1.39,12.63,Groundnut
12.87,78.45,7.73,0.35,80.0,137,2543,755,6.88,5.03,2.25,12.49,Groundnut
12.87,78.43,8.46,0.18,5.2,53,1932,490,0.45,26.42,1.19,4.85,Groundnut
12.87,78.43,5.33,0.04,2.6,70,492,111,0.61,14.39,0.99,19.08,Groundnut
12.87,78.43,6.75,0.08,46.0,159,1012,226,3.15,8.28,1.2,15.58,Groundnut
12.87,78.43,6.55,0.06,15.6,56,1061,263,0.77,16.95,1.23,12.93,Groundnut
12.87,78.44,6.4,0.05,4.8,54,1047,258,0.47,15.51,1.16,20.7,Groundnut
12.87,78.44,7.28,0.06,7.0,52,1494,260,2.2,11.83,1.55,5.16,Groundnut
12.87,78.43,7.31,0.14,21.8,81,1119,244,1.57,8.68,0.77,10.25,Groundnut
12.87,78.45,8.16,0.35,35.0,138,2539,669,0.9,18.4,2.07,6.2,Groundnut
12.87,78.37,7.54,0.12,37.0,89,1449,279,3.16,11.21,1.6,9.62,Groundnut
12.87,78.43,7.87,0.28,34.6,75,2051,356,1.47,19.58,1.68,3.7,Groundnut
12.88,78.44,7.15,0.14,46.0,123,883,195,2.09,6.63,1.03,10.73,Groundnut
12.87,78.43,6.87,0.1,8.0,58,1365,278,0.73,15.6,1.76,5.5,Groundnut
12.88,78.44,8.46,0.36,3.4,35,3918,1020,0.33,3.39,0.81,4.06,Groundnut
12.88,78.44,8.22,0.11,9.0,64,1995,432,2.94,8.14,0.78,4.67,Groundnut
12.86,78.45,6.76,0.34,43.2,87,1504,513,2.48,8.57,0.66,10.61,Groundnut
12.87,78.43,7.46,0.07,35.8,90,1402,496,1.92,12.18,1.46,10.22,Sweetcorn
12.87,78.43,7.63,0.16,45.2,132,1100,220,3.2,7.47,1.08,8.03,Maize
12.87,78.44,7.35,0.26,5.2,42,1317,289,1.13,32.78,1.72,24.66,Groundnut
12.87,78.44,6.48,0.03,1.4,39,1107,228,0.29,5.74,0.61,11.05,Groundnut
12.87,78.43,8.01,0.17,2.6,64,1765,433,0.41,8.69,1.18,7.58,Groundnut
12.87,78.44,5.83,0.05,1.4,40,574,179,0.45,9.7,1.22,16.19,Mango
12.87,78.44,8.21,0.43,71.0,127,2165,516,2.9,18.14,1.68,7.53,Groundnut
12.87,78.44,8.27,0.24,14.2,51,2003,348,0.53,3.29,0.56,6.16,Groundnut
12.87,78.44,8.11,0.29,23.8,76,2107,374,2.01,9.49,1.75,8.38,Groundnut
12.87,78.44,5.49,0.07,5.0,47,556,118,2.08,15.69,2.07,21.99,Groundnut
12.83,78.39,7.7,0.08,13.6,86,1158,307,0.69,15.35,1.6,10.66,Groundnut
12.83,78.38,5.66,0.05,2.4,48,537,147,0.96,12.51,0.99,25.03,Groundnut
12.83,78.39,7.61,0.13,31.8,123,1699,425,0.85,25.78,2.44,15.3,Tomato
12.82,78.39,5.87,0.04,6.0,78,347,98,1.71,16.16,0.93,18.9,Groundnut
12.83,78.39,7.51,0.1,15.4,101,1106,357,1.04,6.5,0.99,14.45,Groundnut
12.83,78.38,8.37,0.16,27.8,87,1161,112,1.05,4.87,0.86,12.58,Groundnut
12.83,78.38,7.57,0.45,55.4,161,1432,413,4.34,10.02,1.17,18.89,Flowers
12.83,78.38,7.87,0.66,66.0,82,2063,376,3.16,18.01,1.8,13.02,Groundnut
12.83,78.38,7.5,0.35,23.0,114,3185,329,1.45,9.35,1.49,20.96,Groundnut
12.83,78.38,8.0,0.24,67.4,115,2321,459,1.11,8.99,1.83,6.38,Groundnut
12.83,78.38,8.27,0.17,9.4,111,3408,579,1.47,11.77,1.7,14.74,Groundnut
12.83,78.38,8.05,0.1,10.8,62,997,191,0.43,3.84,0.9,6.99,Groundnut
12.82,78.38,7.63,0.17,46.4,105,2509,278,3.18,11.28,1.3,18.31,Groundnut
12.81,78.37,7.9,0.11,24.2,116,2052,520,0.91,9.32,1.22,13.51,Groundnut
12.81,78.38,7.43,0.24,38.6,92,2282,729,1.68,18.33,2.14,6.07,Groundnut
12.81,78.38,8.11,0.35,68.8,203,57,11,2.41,18.03,1.62,6.32,Groundnut
12.81,78.38,7.62,0.21,59.4,137,2153,521,1.21,15.65,1.51,16.02,Groundnut
12.81,78.38,8.2,0.11,13.6,93,2545,179,0.85,16.85,0.87,10.85,Groundnut
12.81,78.38,5.8,0.04,6.6,106,430,104,2.93,17.77,1.52,10.07,Tomato
12.81,78.37,7.15,0.72,62.4,91,1331,453,2.39,6.45,0.63,12.95,Tomato
12.81,78.38,7.06,0.26,28.0,55,1734,534,0.67,16.29,2.25,5.01,Groundnut
12.81,78.38,7.92,0.09,6.2,96,2468,375,1.02,8.0,1.08,4.29,Groundnut
12.81,78.39,8.1,0.14,3.0,40,2543,446,1.22,11.54,1.31,9.99,Groundnut
12.83,78.38,8.72,0.18,41.2,80,1475,256,1.21,11.46,1.3,9.9,Jowar
12.82,78.39,7.88,0.08,1.6,33,2594,431,0.25,3.5,0.6,6.54,Beans
12.82,78.38,8.11,0.07,30.6,44,1757,397,1.37,4.11,0.72,9.86,Banana
12.82,78.38,5.7,0.03,5.4,44,579,77,0.92,19.07,1.01,17.11,Tomato
12.83,78.38,7.86,0.22,54.6,141,2232,545,3.0,21.87,2.04,12.37,Groundnut
12.84,78.38,7.7,0.11,40.8,56,1437,382,1.42,13.06,2.2,12.21,Groundnut
12.88,78.4,7.81,0.24,43.8,130,2641,617,1.02,12.05,1.51,10.09,Groundnut
12.88,78.4,7.96,0.21,22.6,83,2874,580,0.75,9.3,1.17,5.53,Groundnut
12.88,78.4,7.2,0.07,19.6,52,1010,304,1.52,4.44,1.05,8.39,Groundnut
12.88,78.4,8.12,0.1,6.0,45,2685,437,0.29,2.55,0.62,3.64,Groundnut
12.88,78.4,6.56,0.09,7.0,69,923,215,0.64,9.22,1.0,17.59,Tomato
12.88,78.4,8.03,0.12,24.2,58,1560,114,0.53,4.78,1.05,6.56,Potato
12.88,78.4,8.3,0.5,37.8,251,1343,362,0.95,3.33,1.14,8.84,Groundnut
12.88,78.39,7.11,0.13,31.4,139,1112,326,2.99,8.17,1.33,23.31,Flowers
12.88,78.39,7.7,0.2,31.0,89,1250,270,1.16,12.6,1.2,17.22,Groundnut
12.88,78.39,7.27,0.11,16.2,70,1897,599,1.39,7.85,0.83,8.96,Tomato
12.88,78.39,8.26,0.1,2.2,38,2374,222,0.6,2.02,0.42,3.7,Groundnut
12.88,78.39,6.49,0.23,52.8,90,2188,735,2.67,33.95,1.99,22.54,Potato
12.88,78.39,7.9,0.24,100.8,199,1637,381,2.0,8.43,1.98,8.37,Groundnut
12.88,78.4,8.16,0.21,79.4,542,2254,380,0.81,1.89,0.68,5.16,Groundnut
12.88,78.39,7.32,1.8,47.6,123,2247,556,2.73,8.65,1.51,18.27,Groundnut
12.88,78.39,7.59,0.28,84.0,298,1683,516,2.82,9.91,2.05,26.41,Groundnut
12.88,78.39,7.1,0.12,29.0,66,1735,618,1.58,14.63,2.26,16.21,Groundnut
12.88,78.39,7.96,0.32,16.2,69,3109,574,3.46,7.84,1.88,2.9,Vegetables
12.88,78.39,7.51,0.21,6.6,69,2578,509,0.48,14.54,1.95,11.26,Tomato
12.88,78.39,6.98,0.11,6.0,70,2548,893,0.54,22.17,3.19,13.34,Groundnut
12.89,78.35,8.1,0.11,3.0,27,1130,243,0.49,10.11,1.03,9.11,Groundnut
12.89,78.35,8.04,0.58,60.0,86,1993,420,2.17,18.86,2.02,6.03,Groundnut
12.88,78.34,7.84,0.43,32.6,57,1163,298,1.02,7.7,1.28,4.76,Groundnut
12.88,78.35,7.64,0.88,84.6,138,1524,425,1.69,5.79,1.03,6.33,Groundnut
12.88,78.35,7.0,0.71,51.6,87,1344,348,0.09,0.11,0.14,0.07,Horse gram
12.88,78.34,6.33,0.07,3.8,36,767,172,0.6,14.28,1.02,9.94,Groundnut
12.88,78.34,6.19,0.06,4.2,45,929,223,0.68,25.68,1.74,8.26,Horse gram
12.88,78.34,7.35,0.08,9.2,55,987,239,1.02,5.91,0.94,8.04,Groundnut
12.88,78.34,7.16,0.04,8.2,40,529,96,0.6,4.94,0.57,4.72,Groundnut
12.88,78.34,6.8,0.92,84.4,116,1152,320,1.57,8.69,0.85,10.59,Horse gram
12.88,78.34,6.55,0.11,8.2,62,922,220,0.8,20.6,0.97,10.1,Horse gram
12.88,78.34,5.74,0.13,13.4,59,960,232,0.74,25.11,0.88,17.62,Groundnut
12.89,78.35,8.22,0.17,25.6,75,2876,597,1.19,9.07,1.68,2.72,Groundnut
12.89,78.34,8.18,0.47,87.8,66,1492,418,3.15,5.01,1.71,6.09,Groundnut
12.88,78.35,8.06,0.24,81.2,195,1153,327,1.99,4.88,1.16,10.64,Groundnut
12.88,78.34,6.09,0.06,10.4,59,1009,260,0.65,20.42,1.32,12.31,Groundnut
12.89,78.35,7.63,0.09,28.6,81,1229,309,1.26,9.64,1.26,4.33,Groundnut
12.88,78.35,7.81,0.33,29.4,109,981,312,1.07,68.45,3.01,27.26,Groundnut
12.89,78.36,7.52,0.74,93.4,128,1602,456,1.85,5.07,0.96,5.02,Groundnut
12.88,78.34,7.41,0.07,15.0,61,681,206,1.44,8.39,1.31,9.68,Groundnut
12.88,78.35,5.0,0.05,6.2,58,704,221,0.76,46.7,1.7,19.52,Groundnut
12.88,78.34,7.62,0.11,11.6,48,1671,433,6.23,39.25,2.19,8.85,Groundnut
12.88,78.34,5.87,0.05,4.6,52,923,274,0.6,19.14,1.34,15.38,Groundnut
12.89,78.36,8.14,0.23,28.2,41,1480,362,0.94,15.95,1.69,4.69,Groundnut
12.88,78.34,7.78,0.17,13.2,56,1429,402,1.99,9.07,1.42,6.52,Groundnut
12.88,78.34,6.1,0.04,2.2,24,951,177,0.41,17.84,1.19,8.76,Groundnut
12.88,78.35,8.15,0.13,24.4,51,2546,499,1.59,4.59,1.26,4.41,Mulbarry
12.89,78.34,8.2,0.11,30.8,37,2077,314,0.62,2.13,0.42,3.34,Groundnut
12.88,78.34,7.68,1.1,33.8,1307,1592,228,1.57,5.72,0.92,9.41,Groundnut
12.88,78.35,7.76,0.88,78.6,366,1476,375,2.28,7.83,1.56,8.21,Groundnut
12.89,78.37,5.45,0.07,2.8,58,874,256,0.37,10.0,1.04,15.48,Groundnut
12.89,78.38,7.9,0.09,6.0,34,1465,249,0.55,2.51,0.92,7.21,Groundnut
12.89,78.36,7.41,0.11,13.4,36,1779,410,0.8,2.54,0.75,4.91,Groundnut
12.89,78.36,8.1,0.07,2.6,33,2496,267,0.27,4.18,0.53,3.78,Groundnut
12.89,78.37,6.5,0.17,20.4,134,914,218,2.11,10.13,1.08,17.12,Groundnut
12.89,78.38,6.68,0.06,16.6,74,1554,472,0.6,17.61,1.23,9.27,Groundnut
12.89,78.38,6.81,0.06,6.0,161,383,94,0.68,9.13,0.89,11.83,Groundnut
12.87,78.37,7.94,0.06,1.6,27,2097,292,0.36,2.29,0.66,4.64,Groundnut
12.9,78.37,5.25,0.05,2.2,29,292,77,0.64,9.78,0.77,12.51,Groundnut
12.89,78.37,9.15,0.41,1.2,55,2885,628,0.35,3.5,0.72,1.29,Groundnut
12.87,78.37,5.3,0.09,2.4,38,1221,308,0.57,28.22,1.5,20.94,Tomato
12.9,78.38,7.41,0.1,2.4,36,2436,391,0.36,5.43,1.52,10.4,Tomato
12.89,78.37,6.3,0.4,79.6,179,820,211,4.81,8.97,1.26,10.31,Potato
12.89,78.37,7.64,0.1,33.4,116,1242,355,1.25,7.3,0.88,6.24,Groundnut
12.89,78.37,6.04,0.07,3.6,91,2091,613,0.53,26.55,2.02,11.26,Groundnut
12.89,78.38,7.35,0.13,28.4,114,1296,356,0.92,19.01,1.53,9.16,Groundnut
12.89,78.36,7.25,0.1,3.0,24,1947,287,0.46,7.34,0.73,8.39,Tomato
12.88,78.37,6.61,0.12,12.4,105,2118,619,0.65,21.39,2.1,16.49,Tomato
12.89,78.37,6.85,0.19,6.6,64,2810,587,0.71,13.19,1.31,10.9,Tomato
12.89,78.37,6.4,0.08,19.0,82,2678,584,1.16,21.02,1.59,16.94,Tomato
12.89,78.36,7.61,1.16,41.6,173,3510,636,1.97,16.3,2.04,5.34,Mulbarry
12.89,78.38,7.19,0.41,87.4,118,1545,409,5.35,8.15,1.24,8.23,Tomato
12.89,78.38,7.87,0.26,40.0,116,1467,346,3.41,5.64,1.26,9.08,Tomato
12.89,78.38,8.04,0.15,28.0,104,2383,437,1.3,3.77,1.28,3.76,Groundnut
12.89,78.38,7.34,0.44,3.6,68,2018,271,1.09,7.59,1.31,7.05,Mulbarry
12.89,78.37,7.9,0.2,36.0,193,1295,283,2.84,6.89,0.93,7.84,Tomato
12.88,78.38,7.95,0.2,34.8,168,3095,518,1.9,2.94,1.28,5.11,Groundnut
12.89,78.36,7.83,0.14,28.8,127,2039,376,1.85,5.74,1.2,8.2,Tomato
12.89,78.38,7.85,0.19,23.4,40,1536,313,1.42,2.59,0.87,4.52,Papaya
12.89,78.37,7.88,0.16,24.4,72,2751,494,1.98,8.85,1.88,7.58,Groundnut
12.89,78.45,6.71,0.3,59.4,166,1614,364,1.69,15.6,3.05,7.08,Tomato
12.89,78.44,7.3,0.07,15.2,75,1141,273,0.05,0.07,0.1,0.05,Groundnut
12.89,78.44,8.2,0.25,23.0,92,2878,554,0.99,10.68,1.95,1.81,Groundnut
12.89,78.44,5.74,0.1,6.8,254,296,63,0.05,0.08,0.1,0.05,Tomato
12.89,78.44,8.01,0.25,17.2,89,2984,520,0.88,9.75,1.54,7.92,Groundnut
12.89,78.44,6.36,0.63,69.0,113,1244,329,1.63,15.75,1.01,14.49,Groundnut
12.9,78.44,7.71,0.45,61.2,568,2168,432,2.27,7.94,1.15,8.9,Tomato
12.9,78.44,7.77,0.49,25.4,82,1413,373,1.03,5.63,1.18,9.91,Groundnut
12.9,78.44,7.22,1.05,78.0,133,1487,356,6.41,6.01,1.21,15.6,Groundnut
12.9,78.44,7.4,0.67,77.8,309,1643,575,3.74,13.23,2.23,14.38,Groundnut
12.9,78.44,7.91,0.19,23.2,128,2485,415,2.47,4.94,1.9,6.8,Groundnut
12.9,78.44,7.7,0.83,111.4,427,1721,541,3.93,5.52,1.85,6.67,Groundnut
12.9,78.45,7.95,0.52,25.4,80,2018,432,1.22,4.45,0.86,4.6,Groundnut
12.91,78.45,7.88,0.34,47.2,105,1556,452,2.37,11.01,2.17,12.37,Groundnut
12.9,78.45,8.1,0.51,90.0,127,1806,579,4.53,21.5,2.03,17.75,Groundnut
12.9,78.45,7.35,0.54,32.2,84,1522,570,2.24,8.11,1.63,12.21,Groundnut
12.9,78.45,7.77,0.23,33.4,156,1996,395,1.48,5.53,1.4,13.38,Groundnut
12.91,78.45,6.9,0.09,3.2,65,939,227,0.87,14.51,1.03,12.4,Mango
12.9,78.45,7.85,0.07,3.2,41,1338,250,0.89,3.59,1.01,11.16,Groundnut
12.9,78.44,6.73,0.08,10.6,91,912,136,0.67,8.03,0.79,12.36,Mango
12.91,78.45,7.07,0.14,34.2,70,910,301,1.65,6.76,0.9,10.1,Mango
12.91,78.44,7.61,0.41,99.8,191,720,253,2.93,8.12,1.36,11.05,Cabbage
12.9,78.44,6.35,0.25,224.6,284,1718,539,8.41,28.36,2.45,7.26,Cabbage
12.91,78.43,7.93,0.25,43.0,98,892,240,1.59,8.97,0.83,6.67,Unknown
12.9,78.45,7.37,0.76,42.8,250,1364,369,2.41,3.78,1.84,16.15,Groundnut
12.89,78.45,8.03,0.16,61.0,200,1599,436,5.38,5.43,1.64,7.02,Groundnut
12.89,78.45,7.55,0.26,19.8,102,1325,300,0.75,4.99,1.05,11.69,Groundnut
12.91,78.45,6.87,0.07,11.2,89,880,146,0.8,8.96,0.93,10.35,Flowers
12.89,78.45,7.5,0.46,102.6,270,1261,404,4.53,9.9,1.75,24.9,Unknown
12.92,78.36,7.35,0.11,18.2,39,1655,328,0.37,4.33,0.63,7.28,Groundnut
12.92,78.37,7.49,0.39,8.2,451,1321,418,3.01,11.77,1.26,10.48,Potato
12.94,78.37,7.84,0.27,140.8,255,740,223,2.8,5.12,0.95,11.99,Tomato
12.92,78.37,6.91,0.15,27.6,64,713,208,0.59,6.04,0.75,9.55,Groundnut
12.92,78.37,7.23,3.03,113.4,399,2345,608,1.9,2.33,0.77,13.93,Groundnut
12.92,78.36,7.6,0.18,21.4,41,1097,230,0.58,4.88,0.67,8.2,Groundnut
12.93,78.36,6.77,0.07,3.2,66,1117,210,0.38,8.08,0.73,16.04,Groundnut
12.92,78.36,7.49,0.16,21.0,43,865,185,0.61,5.42,0.72,8.42,Sweetcorn
12.93,78.36,8.01,0.13,19.6,49,719,243,0.7,3.79,0.69,6.81,Potato
12.93,78.36,5.93,0.06,6.4,57,1010,207,0.34,24.73,1.19,11.86,Groundnut
12.92,78.36,7.39,0.24,41.0,181,1357,354,3.74,7.52,1.63,15.58,Groundnut
12.92,78.36,5.66,0.05,5.4,53,256,58,0.59,13.29,1.0,12.53,Groundnut
12.92,78.36,7.77,0.08,7.0,30,1268,162,0.85,3.25,0.53,3.0,Groundnut
12.92,78.36,6.94,0.11,17.2,51,913,230,1.18,5.8,1.49,16.28,Groundnut
12.92,78.36,7.46,0.63,74.2,102,945,330,1.06,2.54,0.71,4.98,Groundnut
12.92,78.36,7.23,0.11,29.4,63,629,195,0.86,5.78,0.92,10.15,Groundnut
12.92,78.36,7.83,0.12,4.2,47,1618,326,1.0,5.61,0.73,10.4,Groundnut
12.92,78.36,8.18,0.16,24.0,68,2016,347,0.78,6.23,0.87,6.6,Groundnut
12.97,78.36,7.56,0.41,27.2,81,990,279,2.73,7.99,1.31,7.68,Groundnut
12.92,78.36,5.8,0.06,2.4,61,363,95,0.58,9.17,0.61,7.3,Groundnut
12.92,78.37,7.62,0.75,2.8,32,2056,180,0.61,2.78,0.53,4.02,Groundnut
12.92,78.36,7.34,0.84,85.4,119,1986,427,2.15,28.2,1.43,6.86,Groundnut
12.92,78.36,7.79,0.09,14.8,43,959,219,0.65,8.35,0.89,11.37,Groundnut
12.92,78.36,7.54,0.24,21.6,48,1307,271,1.17,10.89,0.91,7.76,Groundnut
12.93,78.36,8.05,0.28,15.0,55,2687,280,2.28,5.46,1.17,6.35,Groundnut
12.93,78.36,7.69,0.71,91.6,76,2552,599,0.88,3.33,0.64,4.48,Groundnut
12.93,78.36,7.42,0.11,17.0,43,1742,415,0.84,9.19,0.71,6.63,Groundnut
12.93,78.36,7.7,0.2,67.0,190,1033,319,2.24,7.43,1.7,6.03,Groundnut
12.93,78.36,7.98,0.16,6.0,32,1757,159,0.59,6.45,1.0,3.05,Groundnut
12.93,78.36,7.9,0.21,43.4,63,1292,323,1.47,6.8,1.02,7.98,Groundnut
12.96,78.51,7.64,0.28,45.0,80,2686,357,1.47,15.13,2.21,8.33,Beans
12.97,78.51,8.1,0.22,2.4,117,2725,518,0.62,19.49,2.53,6.7,Paddy
12.97,78.51,7.7,0.31,41.2,215,1303,223,2.48,6.31,1.11,17.14,Groundnut
12.97,78.51,7.3,0.06,2.6,82,1246,160,0.61,5.06,1.17,12.34,Mango
12.96,78.53,7.82,0.51,16.8,44,2353,198,13.65,8.83,1.39,1.75,Potato
12.98,78.51,7.96,0.12,41.2,72,1507,228,2.2,17.15,1.53,3.64,Groundnut
12.97,78.5,7.05,0.05,2.6,71,1587,200,0.5,7.52,1.29,12.44,Dhavanam
12.97,78.5,7.92,0.07,12.6,62,834,141,0.48,5.3,1.08,12.13,Horsegram
12.97,78.51,8.24,0.22,16.2,111,3302,425,1.01,22.56,3.04,6.72,Flowers
12.95,78.53,7.34,0.09,24.8,105,484,114,2.4,10.77,1.22,3.23,Potato
12.98,78.52,7.72,0.49,81.4,90,1095,246,5.18,4.59,0.95,4.86,banana
12.98,78.52,7.76,0.24,35.6,564,2026,296,2.78,32.11,2.59,16.03,beans
12.97,78.52,7.62,0.92,70.2,151,2083,462,3.89,13.57,2.43,10.46,beans
12.97,78.52,7.64,0.14,16.0,182,1545,203,1.56,8.9,1.91,17.64,Cucumber
12.97,78.52,7.74,0.14,4.0,121,1705,327,0.58,20.65,1.86,7.67,Paddy
12.97,78.51,6.59,0.03,1.0,42,602,91,0.36,8.09,0.82,10.79,Beans
12.94,78.54,6.47,0.11,22.6,62,556,139,0.92,29.41,1.59,14.33,Potato
12.94,78.53,7.69,0.37,25.2,49,923,205,3.95,3.44,0.9,4.14,Potato
12.95,78.54,7.64,0.16,26.6,72,1593,243,2.58,12.65,2.29,15.31,Potato
12.97,78.5,6.95,0.1,4.0,48,1010,179,0.49,6.14,1.02,13.96,Potato
13.0,78.54,7.37,0.12,20.0,47,1181,218,4.93,29.76,1.74,4.2,Beans
13.01,78.55,7.83,0.16,33.4,102,1253,345,1.51,20.64,1.76,7.97,Benda
13.01,78.55,7.3,0.43,6.0,64,1453,387,2.58,16.97,1.92,17.69,Donda
13.01,78.54,7.63,0.18,38.2,83,1682,566,4.93,6.68,1.61,17.57,Tomato
13.01,78.55,6.74,0.06,9.2,43,645,179,7.3,7.98,0.83,9.56,Mulberry
13.01,78.55,7.62,0.17,6.0,68,2425,319,1.11,9.37,1.33,13.73,Mulberry
13.01,78.54,7.14,0.57,9.2,70,1631,401,1.59,54.36,3.02,15.6,Mulberry
13.0,78.55,6.96,0.16,54.0,166,687,218,4.18,15.29,1.74,10.22,Tomato
13.01,78.55,6.11,0.04,9.0,57,1070,303,1.56,25.11,1.72,33.92,Tomato
13.0,78.55,6.73,0.09,10.8,45,791,185,2.08,11.34,1.12,10.95,Tomato
12.96,78.54,6.85,0.27,80.6,142,997,253,5.37,14.41,1.43,9.23,Maize
12.96,78.54,6.63,0.07,17.8,95,809,237,1.42,11.64,1.45,18.15,Groundnut
12.96,78.54,7.07,0.33,53.4,138,850,231,5.55,5.55,1.49,15.63,Beans
12.95,78.54,7.67,0.25,73.6,81,1201,343,3.3,4.81,1.15,6.46,Groundnut
12.95,78.53,7.31,0.17,28.0,53,982,199,2.44,23.12,1.91,5.39,Groundnut
12.95,78.53,7.11,0.5,36.6,61,1032,237,8.03,13.5,1.43,10.37,Donda
12.95,78.53,7.12,0.14,24.4,83,680,155,4.96,7.25,0.9,8.1,Potato
12.95,78.52,5.82,0.09,14.6,83,728,212,0.95,10.81,1.06,16.51,Beans
12.95,78.52,7.05,0.35,43.2,179,875,217,3.46,11.96,1.16,11.27,Groundnut
12.95,78.53,6.47,0.09,2.2,51,624,89,0.5,8.4,0.61,5.35,Potato
12.94,78.52,7.05,0.15,27.8,73,682,162,2.01,8.11,1.27,12.12,Groundnut
12.95,78.53,5.74,0.03,2.2,44,882,158,0.67,10.15,0.56,13.93,Groundnut
